Profile,Winner,Num_Violations,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized
"[(4, 3, 1, 0, 2), (3, 0, 2, 1, 4), (0, 4, 2, 1, 3), (3, 1, 2, 4, 0), (1, 0, 2, 4, 3), (3, 1, 0, 4, 2), (3, 0, 2, 1, 4), (2, 1, 0, 4, 3), (0, 1, 3, 4, 2), (3, 2, 4, 1, 0), (1, 2, 4, 3, 0), (2, 0, 3, 1, 4), (1, 2, 3, 0, 4), (2, 4, 1, 0, 3), (2, 0, 3, 4, 1), (0, 1, 4, 2, 3), (4, 3, 2, 0, 1), (4, 1, 3, 0, 2), (4, 3, 0, 2, 1), (3, 4, 1, 0, 2)]","(1, 1, 0, 1, 0)",0,"(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","[0, 9, 11, 8, 11, 11, 0, 10, 9, 11, 9, 10, 0, 9, 11, 12, 11, 11, 0, 10, 9, 9, 9, 10, 0]","[0.0, 0.045, 0.055, 0.04, 0.055, 0.055, 0.0, 0.05, 0.045, 0.055, 0.045, 0.05, 0.0, 0.045, 0.055, 0.06, 0.055, 0.055, 0.0, 0.05, 0.045, 0.045, 0.045, 0.05, 0.0]","[9, 11, 8, 11, 11, 10, 9, 11, 9, 10, 9, 11, 12, 11, 11, 10, 9, 9, 9, 10]","[0.045, 0.055, 0.04, 0.055, 0.055, 0.05, 0.045, 0.055, 0.045, 0.05, 0.045, 0.055, 0.06, 0.055, 0.055, 0.05, 0.045, 0.045, 0.045, 0.05]","[0.09091 0.11111 0.08081 0.11111 0.10101 0.09091 0.11111 0.09091 0.11111
 0.10101]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[3, 5, 3, 6, 3, 3, 6, 3, 5, 3, 4, 3, 6, 2, 5, 6, 3, 5, 1, 5, 4, 3, 3, 6, 4]","[0.03, 0.05, 0.03, 0.06, 0.03, 0.03, 0.06, 0.03, 0.05, 0.03, 0.04, 0.03, 0.06, 0.02, 0.05, 0.06, 0.03, 0.05, 0.01, 0.05, 0.04, 0.03, 0.03, 0.06, 0.04]"
"[(0, 4, 3, 1, 2), (3, 0, 4, 2, 1), (1, 3, 4, 0, 2), (4, 1, 3, 2, 0), (4, 1, 0, 2, 3), (1, 3, 2, 0, 4), (3, 2, 4, 0, 1), (2, 4, 3, 0, 1), (3, 2, 4, 0, 1), (4, 1, 3, 0, 2), (2, 4, 1, 0, 3), (1, 2, 0, 3, 4), (4, 0, 2, 1, 3), (0, 2, 1, 3, 4), (3, 1, 0, 4, 2), (2, 1, 4, 0, 3), (1, 3, 4, 2, 0), (2, 0, 3, 4, 1), (0, 2, 4, 3, 1), (0, 4, 1, 3, 2)]","(0, 1, 0, 1, 1)",0,"(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","[0, 10, 10, 10, 9, 10, 0, 10, 12, 7, 10, 10, 0, 9, 10, 10, 8, 11, 0, 10, 11, 13, 10, 10, 0]","[0.0, 0.05, 0.05, 0.05, 0.045, 0.05, 0.0, 0.05, 0.06, 0.035, 0.05, 0.05, 0.0, 0.045, 0.05, 0.05, 0.04, 0.055, 0.0, 0.05, 0.055, 0.065, 0.05, 0.05, 0.0]","[10, 10, 10, 9, 10, 10, 12, 7, 10, 10, 9, 10, 10, 8, 11, 10, 11, 13, 10, 10]","[0.05, 0.05, 0.05, 0.045, 0.05, 0.05, 0.06, 0.035, 0.05, 0.05, 0.045, 0.05, 0.05, 0.04, 0.055, 0.05, 0.055, 0.065, 0.05, 0.05]","[0.10309 0.10309 0.10309 0.09278 0.10309 0.12371 0.07216 0.09278 0.10309
 0.10309]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[4, 3, 3, 8, 2, 4, 5, 3, 2, 6, 4, 5, 2, 4, 5, 4, 3, 5, 4, 4, 4, 4, 7, 2, 3]","[0.04, 0.03, 0.03, 0.08, 0.02, 0.04, 0.05, 0.03, 0.02, 0.06, 0.04, 0.05, 0.02, 0.04, 0.05, 0.04, 0.03, 0.05, 0.04, 0.04, 0.04, 0.04, 0.07, 0.02, 0.03]"
"[(3, 2, 4, 1, 0), (3, 4, 1, 0, 2), (1, 0, 3, 4, 2), (4, 0, 2, 3, 1), (0, 2, 1, 3, 4), (0, 4, 3, 1, 2), (0, 4, 3, 2, 1), (0, 4, 1, 2, 3), (4, 0, 2, 1, 3), (2, 0, 1, 4, 3), (2, 3, 1, 4, 0), (0, 2, 4, 1, 3), (3, 4, 1, 2, 0), (0, 1, 4, 2, 3), (4, 2, 3, 1, 0), (0, 1, 2, 4, 3), (2, 4, 1, 0, 3), (3, 2, 1, 0, 4), (0, 1, 2, 4, 3), (0, 4, 2, 3, 1)]","(1, 0, 1, 0, 1)",0,"(1, 0, 1, 0, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 12, 13, 14, 12, 8, 0, 8, 10, 8, 7, 12, 0, 13, 9, 6, 10, 7, 0, 7, 8, 12, 11, 13, 0]","[0.0, 0.06, 0.065, 0.07, 0.06, 0.04, 0.0, 0.04, 0.05, 0.04, 0.035, 0.06, 0.0, 0.065, 0.045, 0.03, 0.05, 0.035, 0.0, 0.035, 0.04, 0.06, 0.055, 0.065, 0.0]","[12, 13, 14, 12, 8, 8, 10, 8, 7, 12, 13, 9, 6, 10, 7, 7, 8, 12, 11, 13]","[0.06, 0.065, 0.07, 0.06, 0.04, 0.04, 0.05, 0.04, 0.035, 0.06, 0.065, 0.045, 0.03, 0.05, 0.035, 0.035, 0.04, 0.06, 0.055, 0.065]","[0.11321 0.12264 0.13208 0.11321 0.07547 0.09434 0.07547 0.12264 0.08491
 0.06604]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[9, 4, 0, 3, 4, 1, 3, 8, 5, 3, 3, 5, 5, 4, 3, 4, 1, 4, 3, 8, 3, 7, 3, 5, 2]","[0.09, 0.04, 0.0, 0.03, 0.04, 0.01, 0.03, 0.08, 0.05, 0.03, 0.03, 0.05, 0.05, 0.04, 0.03, 0.04, 0.01, 0.04, 0.03, 0.08, 0.03, 0.07, 0.03, 0.05, 0.02]"
"[(2, 3, 0, 1, 4), (4, 1, 3, 2, 0), (1, 3, 2, 4, 0), (0, 1, 2, 4, 3), (1, 0, 2, 3, 4), (4, 3, 2, 0, 1), (3, 1, 0, 4, 2), (0, 3, 1, 2, 4), (2, 4, 0, 1, 3), (4, 2, 3, 0, 1), (2, 1, 3, 0, 4), (4, 1, 0, 2, 3), (1, 2, 3, 0, 4), (1, 4, 3, 0, 2), (3, 0, 4, 2, 1), (4, 0, 2, 3, 1), (3, 1, 2, 4, 0), (3, 0, 1, 4, 2), (2, 4, 3, 0, 1), (0, 2, 1, 3, 4)]","(0, 0, 1, 1, 1)",0,"(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","[0, 11, 10, 7, 10, 9, 0, 11, 10, 12, 10, 9, 0, 11, 11, 13, 10, 9, 0, 11, 10, 8, 9, 9, 0]","[0.0, 0.055, 0.05, 0.035, 0.05, 0.045, 0.0, 0.055, 0.05, 0.06, 0.05, 0.045, 0.0, 0.055, 0.055, 0.065, 0.05, 0.045, 0.0, 0.055, 0.05, 0.04, 0.045, 0.045, 0.0]","[11, 10, 7, 10, 9, 11, 10, 12, 10, 9, 11, 11, 13, 10, 9, 11, 10, 8, 9, 9]","[0.055, 0.05, 0.035, 0.05, 0.045, 0.055, 0.05, 0.06, 0.05, 0.045, 0.055, 0.055, 0.065, 0.05, 0.045, 0.055, 0.05, 0.04, 0.045, 0.045]","[0.10577 0.09615 0.06731 0.09615 0.10577 0.09615 0.11538 0.10577 0.10577
 0.10577]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[3, 4, 4, 6, 3, 4, 6, 3, 2, 5, 4, 3, 6, 4, 3, 4, 4, 6, 3, 3, 5, 3, 1, 5, 6]","[0.03, 0.04, 0.04, 0.06, 0.03, 0.04, 0.06, 0.03, 0.02, 0.05, 0.04, 0.03, 0.06, 0.04, 0.03, 0.04, 0.04, 0.06, 0.03, 0.03, 0.05, 0.03, 0.01, 0.05, 0.06]"
"[(3, 0, 2, 1, 4), (4, 2, 1, 0, 3), (0, 1, 3, 4, 2), (4, 0, 2, 1, 3), (2, 3, 4, 1, 0), (1, 2, 3, 4, 0), (0, 3, 2, 1, 4), (3, 2, 1, 4, 0), (3, 4, 0, 1, 2), (3, 2, 0, 4, 1), (0, 4, 2, 3, 1), (1, 2, 0, 4, 3), (1, 0, 2, 4, 3), (4, 0, 1, 2, 3), (3, 4, 2, 1, 0), (3, 1, 2, 0, 4), (2, 3, 1, 0, 4), (3, 0, 1, 2, 4), (1, 3, 0, 2, 4), (0, 4, 1, 3, 2)]","(1, 0, 1, 1, 0)",0,"(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 10, 11, 9, 12, 10, 0, 10, 9, 11, 9, 10, 0, 9, 12, 11, 11, 11, 0, 13, 8, 9, 8, 7, 0]","[0.0, 0.05, 0.055, 0.045, 0.06, 0.05, 0.0, 0.05, 0.045, 0.055, 0.045, 0.05, 0.0, 0.045, 0.06, 0.055, 0.055, 0.055, 0.0, 0.065, 0.04, 0.045, 0.04, 0.035, 0.0]","[10, 11, 9, 12, 10, 10, 9, 11, 9, 10, 9, 12, 11, 11, 11, 13, 8, 9, 8, 7]","[0.05, 0.055, 0.045, 0.06, 0.05, 0.05, 0.045, 0.055, 0.045, 0.05, 0.045, 0.06, 0.055, 0.055, 0.055, 0.065, 0.04, 0.045, 0.04, 0.035]","[0.09434 0.10377 0.08491 0.11321 0.09434 0.08491 0.10377 0.08491 0.11321
 0.12264]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 1, 0, 1, 1]","[4, 5, 4, 3, 4, 4, 2, 6, 6, 2, 2, 5, 7, 3, 3, 7, 4, 2, 2, 5, 3, 4, 1, 6, 6]","[0.04, 0.05, 0.04, 0.03, 0.04, 0.04, 0.02, 0.06, 0.06, 0.02, 0.02, 0.05, 0.07, 0.03, 0.03, 0.07, 0.04, 0.02, 0.02, 0.05, 0.03, 0.04, 0.01, 0.06, 0.06]"
"[(0, 4, 2, 3, 1), (4, 1, 0, 3, 2), (3, 2, 0, 4, 1), (4, 0, 1, 3, 2), (2, 1, 0, 4, 3), (3, 1, 0, 2, 4), (4, 0, 1, 2, 3), (0, 4, 3, 1, 2), (0, 1, 2, 4, 3), (1, 2, 0, 4, 3), (1, 4, 2, 3, 0), (4, 2, 0, 1, 3), (0, 4, 2, 3, 1), (0, 3, 4, 2, 1), (3, 0, 1, 4, 2), (4, 2, 0, 3, 1), (0, 4, 2, 3, 1), (0, 1, 3, 2, 4), (2, 1, 0, 3, 4), (2, 4, 1, 0, 3)]","(1, 0, 1, 0, 1)",0,"(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 13, 12, 16, 13, 7, 0, 10, 11, 8, 8, 10, 0, 12, 8, 4, 9, 8, 0, 6, 7, 12, 12, 14, 0]","[0.0, 0.065, 0.06, 0.08, 0.065, 0.035, 0.0, 0.05, 0.055, 0.04, 0.04, 0.05, 0.0, 0.06, 0.04, 0.02, 0.045, 0.04, 0.0, 0.03, 0.035, 0.06, 0.06, 0.07, 0.0]","[13, 12, 16, 13, 7, 10, 11, 8, 8, 10, 12, 8, 4, 9, 8, 6, 7, 12, 12, 14]","[0.065, 0.06, 0.08, 0.065, 0.035, 0.05, 0.055, 0.04, 0.04, 0.05, 0.06, 0.04, 0.02, 0.045, 0.04, 0.03, 0.035, 0.06, 0.06, 0.07]","[0.11927 0.11009 0.14679 0.11927 0.09174 0.10092 0.07339 0.11009 0.07339
 0.05505]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]","[7, 3, 8, 1, 1, 2, 6, 4, 2, 6, 3, 4, 5, 4, 4, 3, 1, 2, 8, 6, 5, 6, 1, 5, 3]","[0.07, 0.03, 0.08, 0.01, 0.01, 0.02, 0.06, 0.04, 0.02, 0.06, 0.03, 0.04, 0.05, 0.04, 0.04, 0.03, 0.01, 0.02, 0.08, 0.06, 0.05, 0.06, 0.01, 0.05, 0.03]"
"[(2, 3, 0, 1, 4), (4, 2, 1, 0, 3), (3, 4, 2, 1, 0), (4, 0, 1, 2, 3), (0, 4, 1, 3, 2), (1, 3, 0, 4, 2), (3, 2, 4, 1, 0), (0, 4, 2, 1, 3), (3, 1, 4, 0, 2), (0, 4, 2, 3, 1), (4, 0, 3, 1, 2), (0, 1, 2, 4, 3), (0, 2, 4, 3, 1), (2, 0, 4, 1, 3), (2, 0, 1, 3, 4), (1, 2, 3, 4, 0), (3, 1, 2, 0, 4), (0, 2, 1, 4, 3), (4, 0, 1, 2, 3), (0, 2, 4, 1, 3)]","(1, 0, 1, 0, 1)",0,"(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 13, 12, 13, 12, 7, 0, 9, 12, 8, 8, 11, 0, 13, 10, 7, 8, 7, 0, 8, 8, 12, 10, 12, 0]","[0.0, 0.065, 0.06, 0.065, 0.06, 0.035, 0.0, 0.045, 0.06, 0.04, 0.04, 0.055, 0.0, 0.065, 0.05, 0.035, 0.04, 0.035, 0.0, 0.04, 0.04, 0.06, 0.05, 0.06, 0.0]","[13, 12, 13, 12, 7, 9, 12, 8, 8, 11, 13, 10, 7, 8, 7, 8, 8, 12, 10, 12]","[0.065, 0.06, 0.065, 0.06, 0.035, 0.045, 0.06, 0.04, 0.04, 0.055, 0.065, 0.05, 0.035, 0.04, 0.035, 0.04, 0.04, 0.06, 0.05, 0.06]","[0.11818 0.10909 0.11818 0.10909 0.08182 0.10909 0.07273 0.11818 0.09091
 0.07273]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]","[7, 5, 2, 3, 3, 2, 3, 6, 7, 2, 3, 6, 5, 2, 4, 4, 2, 2, 4, 8, 4, 4, 5, 4, 3]","[0.07, 0.05, 0.02, 0.03, 0.03, 0.02, 0.03, 0.06, 0.07, 0.02, 0.03, 0.06, 0.05, 0.02, 0.04, 0.04, 0.02, 0.02, 0.04, 0.08, 0.04, 0.04, 0.05, 0.04, 0.03]"
"[(0, 2, 4, 3, 1), (2, 0, 4, 3, 1), (3, 4, 0, 1, 2), (1, 2, 4, 0, 3), (3, 1, 0, 4, 2), (3, 1, 4, 2, 0), (4, 3, 0, 1, 2), (2, 4, 0, 1, 3), (1, 4, 3, 0, 2), (4, 0, 2, 3, 1), (0, 3, 1, 2, 4), (0, 4, 3, 1, 2), (0, 4, 2, 3, 1), (0, 2, 1, 3, 4), (1, 3, 2, 4, 0), (3, 4, 2, 1, 0), (1, 3, 2, 0, 4), (3, 1, 0, 4, 2), (0, 1, 3, 4, 2), (4, 0, 3, 2, 1)]","(1, 0, 0, 1, 1)",0,"(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","[0, 12, 13, 11, 10, 8, 0, 12, 7, 10, 7, 8, 0, 7, 8, 9, 13, 13, 0, 10, 10, 10, 12, 10, 0]","[0.0, 0.06, 0.065, 0.055, 0.05, 0.04, 0.0, 0.06, 0.035, 0.05, 0.035, 0.04, 0.0, 0.035, 0.04, 0.045, 0.065, 0.065, 0.0, 0.05, 0.05, 0.05, 0.06, 0.05, 0.0]","[12, 13, 11, 10, 8, 12, 7, 10, 7, 8, 7, 8, 9, 13, 13, 10, 10, 10, 12, 10]","[0.06, 0.065, 0.055, 0.05, 0.04, 0.06, 0.035, 0.05, 0.035, 0.04, 0.035, 0.04, 0.045, 0.065, 0.065, 0.05, 0.05, 0.05, 0.06, 0.05]",[0.12 0.13 0.11 0.1  0.12 0.07 0.1  0.07 0.08 0.1 ],"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[6, 3, 5, 3, 3, 4, 4, 2, 5, 5, 2, 3, 5, 3, 7, 5, 4, 4, 5, 2, 3, 6, 4, 4, 3]","[0.06, 0.03, 0.05, 0.03, 0.03, 0.04, 0.04, 0.02, 0.05, 0.05, 0.02, 0.03, 0.05, 0.03, 0.07, 0.05, 0.04, 0.04, 0.05, 0.02, 0.03, 0.06, 0.04, 0.04, 0.03]"
"[(0, 4, 1, 2, 3), (1, 2, 4, 3, 0), (4, 2, 3, 0, 1), (3, 4, 0, 1, 2), (1, 0, 3, 2, 4), (0, 1, 4, 2, 3), (1, 2, 4, 0, 3), (0, 4, 1, 2, 3), (4, 2, 0, 3, 1), (0, 4, 1, 2, 3), (1, 3, 0, 2, 4), (2, 1, 4, 3, 0), (1, 3, 4, 2, 0), (1, 2, 0, 4, 3), (3, 0, 4, 1, 2), (2, 0, 1, 4, 3), (0, 1, 3, 4, 2), (4, 2, 1, 3, 0), (1, 0, 4, 3, 2), (4, 0, 3, 1, 2)]","(1, 1, 0, 0, 1)",0,"(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","[0, 11, 11, 12, 11, 9, 0, 15, 15, 11, 9, 5, 0, 12, 7, 8, 5, 8, 0, 6, 9, 9, 13, 14, 0]","[0.0, 0.055, 0.055, 0.06, 0.055, 0.045, 0.0, 0.075, 0.075, 0.055, 0.045, 0.025, 0.0, 0.06, 0.035, 0.04, 0.025, 0.04, 0.0, 0.03, 0.045, 0.045, 0.065, 0.07, 0.0]","[11, 11, 12, 11, 9, 15, 15, 11, 9, 5, 12, 7, 8, 5, 8, 6, 9, 9, 13, 14]","[0.055, 0.055, 0.06, 0.055, 0.045, 0.075, 0.075, 0.055, 0.045, 0.025, 0.06, 0.035, 0.04, 0.025, 0.04, 0.03, 0.045, 0.045, 0.065, 0.07]","[0.0991  0.0991  0.10811 0.0991  0.13514 0.13514 0.0991  0.10811 0.06306
 0.05405]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[5, 5, 4, 2, 4, 7, 3, 5, 3, 2, 2, 6, 0, 7, 5, 2, 2, 4, 5, 7, 4, 4, 7, 3, 2]","[0.05, 0.05, 0.04, 0.02, 0.04, 0.07, 0.03, 0.05, 0.03, 0.02, 0.02, 0.06, 0.0, 0.07, 0.05, 0.02, 0.02, 0.04, 0.05, 0.07, 0.04, 0.04, 0.07, 0.03, 0.02]"
"[(1, 3, 4, 2, 0), (2, 4, 0, 3, 1), (4, 2, 3, 1, 0), (0, 4, 2, 3, 1), (2, 4, 0, 1, 3), (3, 2, 4, 1, 0), (0, 4, 1, 2, 3), (1, 0, 2, 4, 3), (1, 0, 2, 4, 3), (4, 0, 3, 1, 2), (3, 2, 4, 1, 0), (4, 1, 3, 2, 0), (0, 2, 4, 3, 1), (1, 4, 3, 2, 0), (2, 3, 0, 4, 1), (4, 1, 2, 0, 3), (1, 3, 0, 2, 4), (3, 2, 1, 0, 4), (1, 0, 3, 2, 4), (1, 4, 2, 3, 0)]","(0, 1, 1, 0, 1)",0,"(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","[0, 7, 8, 10, 9, 13, 0, 11, 11, 8, 12, 9, 0, 11, 11, 10, 9, 9, 0, 7, 11, 12, 9, 13, 0]","[0.0, 0.035, 0.04, 0.05, 0.045, 0.065, 0.0, 0.055, 0.055, 0.04, 0.06, 0.045, 0.0, 0.055, 0.055, 0.05, 0.045, 0.045, 0.0, 0.035, 0.055, 0.06, 0.045, 0.065, 0.0]","[7, 8, 10, 9, 13, 11, 11, 8, 12, 9, 11, 11, 10, 9, 9, 7, 11, 12, 9, 13]","[0.035, 0.04, 0.05, 0.045, 0.065, 0.055, 0.055, 0.04, 0.06, 0.045, 0.055, 0.055, 0.05, 0.045, 0.045, 0.035, 0.055, 0.06, 0.045, 0.065]","[0.07527 0.08602 0.10753 0.09677 0.11828 0.11828 0.08602 0.11828 0.11828
 0.07527]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[3, 4, 4, 2, 7, 7, 2, 2, 5, 4, 3, 5, 5, 6, 1, 3, 3, 5, 4, 5, 4, 6, 4, 3, 3]","[0.03, 0.04, 0.04, 0.02, 0.07, 0.07, 0.02, 0.02, 0.05, 0.04, 0.03, 0.05, 0.05, 0.06, 0.01, 0.03, 0.03, 0.05, 0.04, 0.05, 0.04, 0.06, 0.04, 0.03, 0.03]"
